"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
7507,"T2","interview","eng","2020-02-03 17:27:57",101,1,1,101,2,1,2,"EDG","GIK","swapped",1,1,1366,768,780,"AC1910",4,25,8,19,17,8,8,6,11,9,3,2,4,333,"2020-02-03 17:33:30",1,0,47,47,2,1,2,1,2,1,2,1,2,101,3,4,6,5,2,2,5,4,4,3,3,4,1,7,8,3,4,4,4,3,7,3,3,3,1,1,2,1,1,1,1,1,1,1,1,18,1,NA,2,1,"15",3,17,15,26,NA,16,32,NA,14,9,"No","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom","United Kingdom",NA,7,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,1,1,1,1,1,1,0
7515,"T2","interview","eng","2020-02-03 21:52:11",24,1,1,101,1,101,2,"DEG","GKI","normal",1,1,768,1024,780,"AC1910",20,32,6,42,35,6,10,5,23,13,3,32,8,693,"2020-02-03 22:03:44",1,0,47,47,1,101,1,50,1,1,2,101,2,77,3,8,7,5,8,2,48,9,4,4,3,8,1,1,9,7,9,8,1,1,6,3,5,4,2,1,2,1,1,1,1,1,1,1,1,16,1,NA,2,NA,NA,12,19,20,33,NA,116,17,NA,54,16,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Literacy skills, or possibly memory recall","They were interesting and enjoyable; nothing like any other study I have participated in.","No","England","England",NA,11,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,"G","I","K",NA,NA,1,1,1,1,1,1,1
7517,"T2","interview","eng","2020-02-03 22:09:09",NA,NA,NA,NA,NA,NA,NA,"EDG","KGI","swapped",1,1,1920,1080,780,"AC1910",6,133,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"2020-02-03 22:11:38",0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","I","K",NA,NA,1,1,1,1,1,1,NA
7518,"T2","interview","eng","2020-02-03 22:11:49",NA,NA,NA,NA,NA,NA,NA,"DGE","KGI","normal",1,1,1920,1080,780,"AC1910",2,15,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"2020-02-03 22:13:08",0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,1,1,1,1,1,1,NA
7519,"T2","interview","eng","2020-02-03 22:13:16",26,12,2,3,2,1,2,"DGE","KGI","normal",1,1,1920,1080,780,"AC1910",2,7,3,85,106,22,34,26,18,52,16,126,61,1020,"2020-02-03 22:35:38",1,0,47,47,1,79,2,18,2,84,1,92,1,99,7,13,7,13,9,2,79,7,7,13,5,6,1,2,9,8,7,8,3,8,3,2,3,5,2,1,1,1,1,1,2,1,1,1,1,13,3,NA,2,1,"15",6,54,44,67,NA,122,70,NA,101,15,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good!","No","UK","SOUTH KOREA",NA,17,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,109,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,1,1,1,1,1,1,1
7521,"T2","interview","eng","2020-02-04 02:32:26",NA,NA,NA,NA,NA,NA,NA,"GDE","IKG","normal",1,1,1440,900,780,"AC1910",3,57,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,84,"2020-02-04 02:33:51",0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","I","G",NA,NA,1,1,1,1,1,1,NA
7534,"T2","interview","eng","2020-02-04 14:06:16",21,101,2,82,1,63,2,"DEG","KIG","swapped",1,1,1280,800,780,"AC1910",3,9,2,18,10,4,8,3,7,5,2,10,13,283,"2020-02-04 14:10:59",1,0,47,47,2,27,2,16,2,22,1,74,1,70,4,4,4,6,5,2,37,8,3,3,3,7,1,7,9,1,4,1,7,4,9,1,1,3,1,1,1,1,1,1,2,1,1,1,1,18,1,NA,2,1,NA,6,11,12,21,NA,9,13,NA,6,8,"no","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uk","uk",NA,7,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,1,1,1,1,1,1,0
7535,"T2","interview","eng","2020-02-04 14:29:16",3,12,2,100,2,101,2,"DGE","KGI","swapped",1,1,1366,768,780,"AC1910",3,26,4,75,13,7,8,4,9,7,3,35,5,653,"2020-02-04 14:40:09",1,0,47,47,1,10,1,81,2,11,2,60,2,99,8,7,3,5,11,2,52,5,4,4,4,4,2,3,9,9,3,9,1,1,9,4,1,1,1,1,2,1,1,1,1,1,1,1,1,17,1,NA,2,1,"15",5,16,17,51,NA,55,66,NA,32,8,"n/a","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","simple. very few materials used.","No. ","united kingdom","united kingdom",NA,20,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,21,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,1,1,1,1,1,1,0
7536,"T2","interview","eng","2020-02-04 15:43:59",NA,66,1,83,1,7,2,"EDG","IKG","swapped",1,1,1920,1080,780,"AC1910",3,10,3,1,11,3,7,2,5,3,3,NA,NA,51,"2020-02-04 15:44:50",0,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,1,1,1,1,1,1,0
7537,"T2","interview","eng","2020-02-04 15:47:05",101,9,1,101,1,101,2,"DGE","IKG","normal",1,1,1920,1080,780,"AC1910",5,18,2,34,15,10,10,4,12,8,2,60,12,594,"2020-02-04 15:56:59",1,0,47,47,2,101,2,27,2,11,2,101,2,92,4,5,5,7,4,2,49,12,4,9,2,6,2,3,8,8,9,9,1,9,7,1,5,3,1,1,2,1,1,1,1,1,1,1,1,17,1,NA,2,1,"15",4,25,15,33,NA,115,15,NA,17,11,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"What assumptions we make of people when we first meet them. If we blame internal or external factors on their misconceptions.","Had to pay close attention to not miss the details.","No.","UK","Poland",NA,18,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,17,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,1,1,1,1,1,1,0
7539,"T2","interview","eng","2020-02-04 16:50:51",100,1,2,83,2,101,2,"GDE","GKI","normal",1,1,1366,768,780,"AC1910",7,57,3,49,20,6,12,7,13,17,3,87,26,818,"2020-02-04 17:05:13",1,0,47,47,1,101,1,13,1,85,1,95,2,20,4,15,4,10,52,2,31,8,5,8,3,6,2,9,9,5,1,8,7,6,6,8,3,7,2,1,1,2,1,1,1,1,1,1,1,14,1,NA,2,1,"15",15,91,19,71,NA,38,32,NA,57,13,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i dont know","no","united kingdom","republic of ireland",NA,22,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,45,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,1,1,1,1,1,1,1
7550,"T2","interview","eng","2020-02-05 18:17:08",28,5,1,94,1,99,2,"DEG","GKI","swapped",1,1,1440,960,780,"AC1910",11,16,7,98,26,6,8,8,11,16,2,63,10,696,"2020-02-05 18:28:45",1,0,47,47,1,81,2,10,2,93,2,97,1,16,5,9,5,7,7,2,119,6,4,5,4,4,1,3,9,8,6,8,3,3,3,1,2,2,1,1,1,1,1,1,2,1,1,1,1,18,2,NA,2,1,"15 credit",16,15,19,28,NA,56,46,NA,17,10,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom","Malaysia",NA,15,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA,NA,NA,NA,NA,NA,"G","I","K",NA,NA,1,1,1,1,1,1,1
7555,"T2","interview","eng","2020-02-05 18:36:57",80,78,2,82,1,82,2,"EGD","GKI","normal",1,1,1536,864,780,"AC1910",8,12,5,19,11,4,16,5,5,8,48,68,12,516,"2020-02-05 18:46:19",1,0,47,47,2,77,2,66,1,68,1,67,1,15,5,4,4,8,7,1,81,2,2,2,1,1,2,7,8,6,6,6,7,6,6,3,3,4,1,1,1,1,1,1,2,1,1,1,1,15,1,NA,2,1,NA,1,22,28,34,NA,20,30,NA,12,11,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"confusing","no","england","england",NA,29,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,11,NA,NA,NA,NA,NA,NA,"I","K","G",NA,NA,1,1,1,1,1,1,0
7578,"T2","interview","eng","2020-02-06 16:58:19",17,14,1,90,1,12,2,"GDE","GKI","swapped",1,1,1366,768,780,"AC1910",10,46,7,49,30,7,8,9,11,13,9,78,15,756,"2020-02-06 17:10:55",1,0,47,47,1,76,1,11,1,32,2,65,1,11,5,7,5,7,14,3,25,10,8,6,9,7,2,6,8,3,6,3,4,2,4,2,2,8,1,1,2,1,1,1,1,1,1,1,1,15,1,NA,2,1,"15",5,27,25,37,NA,86,38,NA,50,15,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At first I though the materials used were quite unusual as I have never came across a study like this before, however I managed to adjust to this quite quickly. ","no I have not. ","England","England",NA,12,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,45,NA,NA,NA,NA,NA,NA,"K","G","I",NA,NA,1,1,1,1,1,1,0
7587,"T2","interview","eng","2020-02-06 21:35:35",101,101,1,101,1,1,2,"GED","IKG","normal",1,1,1024,768,780,"AC1910",36,92,10,69,31,12,22,15,26,26,280,294,17,950,"2020-02-06 22:01:38",1,0,47,47,1,101,1,1,1,101,2,1,2,1,7,11,11,11,14,5,79,13,6,10,8,8,2,4,9,8,9,9,1,6,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,18,2,NA,2,1,NA,13,45,38,65,NA,83,36,NA,16,18,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"how the terminology used in the paragraph affect the reader's understanding of the paragraph","good impression","no","england","italy",NA,29,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,51,NA,NA,NA,NA,NA,NA,"G","I","K",NA,NA,1,1,1,1,1,1,1
7601,"T2","interview","eng","2020-02-07 14:24:21",101,1,1,101,1,1,2,"EDG","KIG","swapped",1,1,1920,1080,780,"AC1910",9,14,4,158,10,4,6,5,8,7,3,76,7,696,"2020-02-07 14:42:36",1,0,47,47,2,101,2,101,2,101,2,101,2,101,2,6,5,6,122,2,50,6,5,4,3,4,1,3,9,3,3,3,2,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,11,1,NA,2,1,"15",11,16,20,25,NA,336,29,NA,26,10,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"They were quite simplistic but tested rationalisation skills","no","England","England",NA,34,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,47,NA,NA,NA,NA,NA,NA,"I","G","K",NA,NA,1,1,1,1,1,1,0
